//Masterspark
178;24,240,32,248;0;255,64,255;//purple
179;32,240,40,248;0;255,128,255;//lila
180;48,240,56,248;0;32,32,255;//darkblue
181;56,240,64,248;0;64,64,255;//blue
182;0,248,8,256;0;64,144,255;//aqua
183;8,248,16,256;0;32,255,32;//darkgreen
184;16,248,24,256;0;64,255,128;//teal
185;24,248,32,256;0;64,255,144;//lime
186;32,248,40,256;0;128,255,144;//swampgreen
187;48,248,56,256;0;255,255,64;//yellow
188;56,248,64,256;0;255,128,64;//orange
//Slightlylargerdots(5colours)
189;64,240,80,256;0;128,128,128;//gray
190;80,240,96,256;0;255,64,64;//red
191;96,240,112,256;0;64,64,255;//blue
192;112,240,128,256;0;64,255,144;//lime
193;128,240,144,256;0;255,255,64;//yellow
//Rainbowdots(LikeMoFwiththe+insidethem)
194;0,191,8,199;10;128,128,128;//gray
195;8,191,16,199;10;255,64,64;//red
196;16,191,24,199;10;255,128,64;//lighred
197;24,191,32,199;10;255,64,255;//purple
198;32,191,40,199;10;255,128,255;//lila
199;48,191,56,199;10;32,32,255;//darkblue
200;56,191,64,199;10;64,64,255;//blue
201;0,199,8,208;10;64,144,255;//aqua
202;8,199,16,208;10;32,255,32;//darkgreen
203;16,199,24,208;10;64,255,128;//teal
204;24,199,32,208;10;64,255,144;//lime
205;32,199,40,208;10;128,255,144;//swampgreen
206;48,199,56,208;10;255,255,64;//yellow
207;56,199,64,208;10;255,128,64;//orange
//Marisa'slargestars(rightside)
//NotethatIswappedPurple/BluelocationbecauseinINtheyalsorotatedopositedirectioninAstroidbelt
208;256,0,288,31;-2;255,255,255;//White
209;288,0,320,31;2;255,64,64;//red
210;352,0,384,31;-2;64,64,255;//blue
211;320,0,352,31;2;255,64,255;//purple
212;384,0,416,31;-2;64,128,255;//aqua
213;416,0,448,31;2;64,255,64;//green
214;448,0,480,31;-2;255,255,64;//yellow
//Largeroundbullets(rightside)
215;256,33,288,63;0;255,255,255;//White
216;288,33,320,63;0;255,64,64;//red
217;320,33,352,63;0;255,64,255;//purple
218;352,33,384,63;0;64,64,255;//blue
219;384,33,416,63;0;64,128,255;//aqua
220;416,33,448,63;0;64,255,64;//green
221;448,33,480,63;0;255,255,64;//yellow
//Yuyukobutterflies(rightside)
222;258,66,288,93;0;255,255,255;//White
223;288,66,320,93;0;255,64,64;//red
224;320,66,352,93;0;255,64,255;//purple
225;352,66,384,93;0;64,64,255;//blue
226;384,66,416,93;0;64,128,255;//aqua
227;416,66,448,93;0;64,255,64;//green
228;448,66,480,93;0;255,255,64;//yellow
//Sakuyaknife(rightside)
229;264,96,280,128;0;255,255,255;//White
230;295,96,312,128;0;255,64,64;//red
231;328,96,344,128;0;255,64,255;//purple
232;360,96,375,128;0;64,64,255;//blue
233;392,96,408,128;0;64,128,255;//aqua
234;424,96,440,128;0;64,255,64;//green
235;456,96,472,128;0;255,255,64;//yellow
//Ovalbullets(rightside)
236;265,128,280,160;0;255,255,255;//White
237;298,128,310,160;0;255,64,64;//red
238;329,128,343,160;0;255,64,255;//purple
239;361,128,376,160;0;64,64,255;//blue
240;393,128,408,160;0;64,128,255;//aqua
241;425,128,439,160;0;64,255,64;//green
242;457,128,472,160;0;255,255,64;//yellow
//Bubbles
243;256,190,320,256;0;255,64,64;//red
244;320,190,384,256;0;64,64,255;//blue
245;384,190,448,256;0;64,255,64;//green
246;448,190,511,256;0;255,255,64;//yellow
//*********************Attentionafterthispart************************//
//DuetolimitofIDs,youwillhavetochoosebetweeneitherKoishiheartsormusicnotes.
//254and255arereservedforShikiEiki-samastickandMarisamastersparkbeam.
//Youcanmanuallyremovethedoubleslash'//'toactivatethem.
//JustnotethatyouwillhavetochoosebetweenMusicNotesorHearts.

//KoishiHearts
247;0,208,32,239;0;255,255,255;//White
248;32,208,64,239;0;255,64,64;//red
249;64,208,96,239;0;255,64,255;//purple
250;96,208,128,239;0;64,64,255;//blue
251;128,208,160,239;0;64,128,255;//aqua
252;160,208,192,239;0;64,255,64;//green
253;192,208,224,239;0;255,255,64;//yellow


//Prismsisternotes
//247;0,256,32,288;0;255,64,64;//red
//248;32,256,64,288;0;64,64,255;//blue
//249;64,256,96,288;0;255,255,64;//yellow
//250;124,256,154,288;0;255,64,64;//red
//251;155,256,192,288;0;64,64,255;//blue
//252;192,256,222,288;0;255,255,64;//yellow
//253;222,256,256,288;0;64,255,144;//lime
